32	2	0.3045108832021125
150	278	1.9379701606131159
180	277	0.7853981633974483
181	161	-2.580429241301441
189	162	0.7853981633974483
189	113	-0.7086262721276703
172	113	1.9264322110956564
167	108	-2.6344941491974563
157	39	-2.4756234162106834
376	44	-0.6540827244143603
373	64	0.7853981633974483
346	113	-0.48833395105640554
340	116	0.7853981633974483
335	116	-2.639988599400673
334	161	2.971814379621455
344	162	-0.5448639154515437
344	175	0.7853981633974483
338	178	2.317751900171157
339	287	1.9862884227357873
796	289	0.7853981633974483
-796	197	0.7853981633974483
443	188	0.7853981633974483
342	209	0.7853981633974483
342	229	0.7853981633974483
796	234	0.7853981633974483
-777	286	0.7853981633974483
777	256	0.7853981633974483
723	256	0.7853981633974483
723	285	0.7853981633974483
-653	285	0.7853981633974483
652	255	0.7853981633974483
596	255	0.7853981633974483
596	284	0.7853981633974483
-574	284	0.7853981633974483
574	254	0.7853981633974483
515	253	0.7853981633974483
515	283	0.7853981633974483
-443	283	0.7853981633974483
442	252	0.7853981633974483
380	252	0.7853981633974483
380	283	0.7853981633974483
-342	344	-2.214297435588181
378	334	0.7853981633974483
409	331	0.7853981633974483
442	336	-0.9978301839061905
482	344	-0.7266423406817256
519	360	0.7853981633974483
520	423	0.7853981633974483
341	440	2.2367655641740063
341	351	2.5329033462623816
-560	360	-1.8836975546752812
593	342	0.7853981633974483
625	332	0.7853981633974483
662	330	0.7853981633974483
690	331	-1.1193432352423422
732	340	-0.7665324773757775
770	356	0.7853981633974483
769	416	-2.1815222911841055
559	419	2.1164513813218884
560	366	0.7853981633974483
-364	69	-2.4429328288683303
164	65	0.7853981633974483
-224	76	-2.639988599400673
301	76	0.7853981633974483
301	161	-0.5729661428887062
222	161	-2.577023259921693
223	83	2.761086276477428
-253	127	0.7853981633974483
262	116	0.7853981633974483
284	107	0.7853981633974483
-222	178	2.677945044588987
222	274	-2.6909313275091598
300	274	-0.4124104415973873
300	176	0.7853981633974483
229	176	0.7853981633974483
-222	290	2.6532587025333876
223	459	2.241317884775446
253	459	0.7853981633974483
264	449	-2.2091161348039425
280	450	0.7853981633974483
299	448	0.7853981633974483
300	290	0.7853981633974483
229	290	0.7853981633974483
-231	455	-0.8870870151605253
231	322	0.7853981633974483
291	322	2.356194490192345
291	442	-2.214297435588181
-144	250	0.7853981633974483
176	243	-2.214297435588181
-150	322	-0.5224034317165288
180	322	0.7853981633974483
180	461	0.7853981633974483
148	460	0.7853981633974483
149	331	0.3001711708301121
-143	362	2.2950463275430435
142	335	1.9111782654368037
135	314	-0.5016040541891205
127	331	-1.7126933813990606
124	478	0.7853981633974483
116	487	0.7853981633974483
119	344	-2.9286543040103963
116	310	-0.805003494254653
111	291	-0.5585993153435624
104	274	-0.8960553845713439
94	262	-1.7577755967138078
81	279	-2.6559705602923245
73	300	0.7853981633974483
71	532	1.8778420588136875
16	532	0.7853981633974483
18	293	0.7853981633974483
4	240	0.7853981633974483
-3	130	0.7853981633974483
25	177	0.7853981633974483
45	235	0.7853981633974483
60	299	2.5393053074548293
56	526	-2.729182211992406
-82	288	0.4266274931268761
92	316	0.691336928769462
97	352	2.451792608856185
97	486	2.2655346029916
109	487	1.892546881191539
-252	473	2.292451177659658
271	509	0.7853981633974483
331	509	0.7853981633974483
370	498	0.7853981633974483
427	484	0.7853981633974483
470	473	2.1164513813218884
484	470	0.7853981633974483
480	457	0.2860514417173182
469	448	2.312743594800814
455	442	2.568626510701087
367	444	0.7853981633974483
-476	436	-0.0570807824062646
503	456	0.7853981633974483
604	457	0.7853981633974483
655	446	0.7853981633974483
726	437	0.7853981633974483
779	430	0.7853981633974483
773	422	-0.3923401442155158
-795	449	0.7853981633974483
743	457	0.7853981633974483
681	472	0.7853981633974483
617	488	0.7853981633974483
565	510	0.7853981633974483
546	532	0.7853981633974483
-793	536	0.7853981633974483
89	534	0.7853981633974483
